,county,state,Lon,Lat
2455,Izard,Arkansas,-91.8894787,36.0832532
2456,Logan,Arkansas,-93.7233321,35.2255171
2457,Lake,California,-122.7776556,39.0505411
2458,Hamilton,Florida,-82.9763531,30.5232289
2459,Atkinson,Georgia,-82.8839362,31.3030105
2460,Brantley,Georgia,-84.5621431,32.3704259
2461,Echols,Georgia,-82.9078762,30.6968025
2462,Jeff Davis,Georgia,-82.6800732,31.774687
2463,Treutlen,Georgia,-82.5666186,32.396098
2464,Jefferson,Illinois,-88.9344303,38.3010487
2465,Wabash,Illinois,-87.8460903,38.4615994
2466,Pulaski,Indiana,-86.6583433,40.9753183
2467,Chickasaw,Iowa,-92.4951821,43.0338635
2468,Franklin,Iowa,-93.2513168,42.7285907
2469,Marion,Iowa,-93.1010141,41.3144108
2470,Winnebago,Iowa,-93.7316088,43.3747879
2471,Morton,Kansas,-101.8099541,37.1960735
2472,West Carroll,Louisiana,-91.4586366,32.7864174
2473,Presque Isle,Michigan,-83.9567881,45.3375258
2474,Murray,Minnesota,-95.7615205,44.017855
2475,Redwood,Minnesota,-95.2532373,44.3788613
2476,Greene,Mississippi,-88.6429687,31.2049136
2477,Gentry,Missouri,-94.4159527,40.2044898
2478,Madison,Missouri,-90.3567669,37.4914691
2479,Phelps,Missouri,-91.8168126,37.913292
2480,Worth,Missouri,-94.4176406,40.4684837
2481,Cheyenne,Nebraska,-102.9796713,41.2053619
2482,Custer,Nebraska,-99.7272241,41.4022198
2483,Stanton,Nebraska,-97.2141158,41.9220687
2484,Morgan,Ohio,-82.094631,39.504819
2485,Paulding,Ohio,-84.5805082,41.1381051
2486,Putnam,Ohio,-82.0079148,39.9222898
2487,Scioto,Ohio,-83.1407457,40.2803389
2488,Jefferson,Oklahoma,-97.7906099,36.7205853
2489,Curry,Oregon,-124.3712843,42.4487637
2490,Unknown,South Dakota,-97.52532,44.011103
2491,Pecos,Texas,-102.8065415,30.7857437
2492,Zapata,Texas,-99.1673556,26.9879626
2493,St. Croix,Virgin Islands,-64.75901597858353,17.7289564
2494,St. John,Virgin Islands,-64.75504062120726,18.335601349999997
2495,St. Thomas,Virgin Islands,-64.91889970060265,18.34290815
2496,Appomattox,Virginia,-78.8252911,37.3570894
2497,Giles,Virginia,-81.4473359,38.1342717
2498,Russell,Virginia,-76.5877289,36.685706
2499,Lewis,West Virginia,-80.4923445,39.0073766
2500,Taylor,West Virginia,-78.9797507,39.0470527
2501,Kewaunee,Wisconsin,-87.5031519,44.4584016
2502,Waushara,Wisconsin,-89.2347222,44.1103406
2503,Bethel Census Area,Alaska,-162.9636124,61.3545136
2504,Gilchrist,Florida,-82.7975172,29.7131619
2505,Taylor,Florida,-83.6377926,30.0926733
2506,Hancock,Georgia,-83.719742,32.859614
2507,Power,Idaho,-112.8869775,42.6769078
2508,Coles,Illinois,-88.2184999,39.5266741
2509,Lawrence,Illinois,-87.7194375,38.7108998
2510,Richland,Illinois,-88.0949352,38.7060457
2511,Shelby,Illinois,-88.7886278,39.3665064
2512,Buena Vista,Iowa,-95.1127525,42.7445814
2513,Delaware,Iowa,-91.3621282,42.4663805
2514,Greene,Iowa,-94.4005864,42.0182893
2515,Barber,Kansas,-98.7033263,37.2113342
2516,Rooks,Kansas,-99.3216587,39.3494127
2517,Scott,Kansas,-100.9336244,38.4584915
2518,Seward,Kansas,-100.8928434,37.1850331
2519,Green,Kentucky,-83.0751714,38.1406397
2520,Hart,Kentucky,-85.8845579,37.2921203
2521,Todd,Kentucky,-87.1728185,36.8098474
2522,Cameron,Louisiana,-93.3251536,29.7977212
2523,Mason,Michigan,-86.246291,43.9778831
2524,Roseau,Minnesota,-95.7697882,48.7710371
2525,Swift,Minnesota,-95.6898654,45.2797223
2526,Dallas,Missouri,-93.0219376,37.6832712
2527,Howard,Missouri,-92.7181732,39.1321077
2528,Oregon,Missouri,-91.4219804,36.6909747
2529,Polk,Missouri,-93.4087994,37.6200803
2530,Scotland,Missouri,-92.1527305,40.4479304
2531,Richmond,North Carolina,-79.7333261,35.0288383
2532,Bowman,North Dakota,-103.5086625,46.1010498
2533,Meigs,Ohio,-81.7751327,39.6903496
2534,Beaver,Oklahoma,-100.5220446,36.8142376
2535,Dewey,Oklahoma,-95.9355387,36.7959193
2536,Marshall,Oklahoma,-97.6256045,36.1539272
2537,Elk,Pennsylvania,-78.626009,41.437362
2538,Jefferson,Pennsylvania,-76.8417166,39.817332
2539,Callahan,Texas,-99.3612437,32.2810409
2540,Crosby,Texas,-101.2855737,33.5778818
2541,Dallam,Texas,-102.616685,36.3127064
2542,Hamilton,Texas,-97.9715967,31.6429346
2543,Hansford,Texas,-101.3621472,36.2563401
2544,Knox,Texas,-99.7073621,33.5871385
2545,Mitchell,Texas,-100.9213003,32.2898049
2546,Grand Isle,Vermont,-73.2923538,44.7225436
2547,Buchanan,Virginia,-79.6797614,37.5273566
2548,Craig,Virginia,-80.0308778,36.6148598
2549,Dinwiddie,Virginia,-77.586655,37.0779278
2550,Lunenburg,Virginia,-78.2655525,36.9609839
2551,Rappahannock,Virginia,-78.1495818,38.6926326
2552,Brooke,West Virginia,-80.5699497,40.2729451
2553,Fayette,West Virginia,-81.0734346,38.0634441
2554,McDowell,West Virginia,-81.3803801,37.4028931
2555,Nicholas,West Virginia,-80.770707,38.2784261
2556,Tyler,West Virginia,-80.8267719,39.4331357
2557,Wyoming,West Virginia,-81.6017745,37.5823343
2558,Lafayette,Wisconsin,-89.3932437295914,43.0116794
2559,Madison,Arkansas,-93.7589024,35.9728095
2560,Lafayette,Florida,-83.2221527,29.9978185
2561,Hancock,Illinois,-91.1458063,40.3941712
2562,Stark,Illinois,-89.8066831,41.0712135
2563,Worth,Iowa,-93.2658698,43.3696764
2564,Unknown,Kansas,-95.25040267439024,38.639150650000005
2565,Ballard,Kentucky,-84.9905101,37.930351
2566,Jackson,Kentucky,-83.3822604,37.5534741
2567,Whitley,Kentucky,-84.1512134,36.7324324
2568,Schoolcraft,Michigan,-86.1833841,46.1902943
2569,Pine,Minnesota,-92.7542126,46.0820957
2570,Washington,Missouri,-90.879099,37.9559513
2571,Richland,Montana,-104.559421,47.8314138
2572,Stutsman,North Dakota,-98.9742609,46.9596318
2573,Henry,Ohio,-93.5299046,38.5241753
2574,Jackson,Ohio,-82.6365537,39.0520169
2575,Oglala Lakota,South Dakota,-102.739621,43.188594
2576,Decatur,Tennessee,-84.7902223,35.5147939
2577,Bee,Texas,-97.7191838,28.3871179
2578,Delta,Texas,-95.6749486,33.3926893
2579,Dickens,Texas,-100.7614115,33.6170056
2580,Floyd,Texas,-101.2765537,34.0266015
2581,Frio,Texas,-99.1226618,28.8352831
2582,Jones,Texas,-99.8606106,32.7135946
2583,Essex,Vermont,-73.06227032277991,44.5230418
2584,Boone,West Virginia,-81.7013559,38.0093296
2585,Braxton,West Virginia,-80.7292649,38.7895409
2586,Hampshire,West Virginia,-79.0769751,39.4720377
2587,Unknown,Wyoming,-82.1207774,42.9481216
2588,Perry,Alabama,-87.2876639,32.6421387
2589,Gilpin,Colorado,-105.5025219,39.8586654
2590,Prowers,Colorado,-102.4130793,37.9455797
2591,Pulaski,Illinois,-89.1183427,37.2314232
2592,Schuyler,Illinois,-90.5697373,40.1370869
2593,Knox,Kentucky,-83.8545725,36.8934427
2594,Jefferson Davis,Mississippi,-89.726499,33.641386
2595,St. Clair,Missouri,-93.7945456,38.0592942
2596,Vernon,Missouri,-94.3800151,37.8639924
2597,Stillwater,Montana,-109.3579352,45.6540259
2598,Burt,Nebraska,-96.3357902,41.855662
2599,Polk,Nebraska,-97.570244,41.1893645
2600,White Pine,Nevada,-114.8899563,39.5298185
2601,Colfax,New Mexico,-104.6118941,36.5571762
2602,Jones,North Carolina,-76.689095,35.2898918
2603,Richland,North Dakota,-96.9470748,46.2247251
2604,Noble,Ohio,-81.4957347,39.7517148
2605,Corson,South Dakota,-101.1797766,45.7135207
2606,Jerauld,South Dakota,-98.6182042,44.0797601
2607,Bandera,Texas,-99.234526,29.7643475
2608,Jack,Texas,-98.1639199,33.2127019
2609,Madison,Texas,-95.9507234,30.9551586
2610,McCulloch,Texas,-99.3885277,31.1699604
2611,Sabine,Texas,-93.8722218,31.3325489
2612,Scurry,Texas,-100.9052015,32.7225172
2613,Floyd,Virginia,-80.3200502,36.9112443
2614,Middlesex,Virginia,-75.8096528,37.5845773
2615,Wayne,West Virginia,-82.4423747,38.2214748
2616,Sawyer,Wisconsin,-91.1468287,45.8731634
2617,Marion,Arkansas,-92.6999559,36.2378521
2618,Unknown,Delaware,-75.4322406,39.9785308
2619,Liberty,Florida,-84.8955989,30.2506943
2620,Fulton,Illinois,-90.1845556,40.4714305
2621,Greene,Illinois,-90.3898985,39.3573664
2622,Perry,Indiana,-86.632911,38.0893386
2623,Osceola,Iowa,-95.6299944,43.3684613
2624,Union,Iowa,-94.2472694,41.015699
2625,Trimble,Kentucky,-84.7357763,37.0120194
2626,Menominee,Michigan,-87.562159,45.5785741
2627,Nobles,Minnesota,-95.7527672,43.6634212
2628,Big Horn,Montana,-107.5152896,45.4608548
2629,Clay,Nebraska,-98.0695257,40.5020772
2630,Franklin,Nebraska,-98.9687585,40.1715234
2631,Webster,Nebraska,-98.5260923,40.1677552
2632,Luna,New Mexico,-107.7682754,32.1345966
2633,Sargent,North Dakota,-97.6291809,46.1101793
2634,Unknown,North Dakota,-97.525314,44.012031
2635,Murray,Oklahoma,-99.4098018,36.4022241
2636,Okfuskee,Oklahoma,-96.2283357,35.5953676
2637,Miner,South Dakota,-97.6043451,44.0129518
2638,Concho,Texas,-99.8507578,31.3102947
2639,Cooke,Texas,-97.2055298,33.582486
2640,Howard,Texas,-101.4271085,32.3047833
2641,Rains,Texas,-95.7964017,32.8685085
2642,Stephens,Texas,-98.8200722,32.6944793
2643,Winkler,Texas,-103.0762299,31.8005913
2644,Colonial Heights city,Virginia,-77.4112016,37.2555718
2645,Fairfax city,Virginia,-77.3005455,38.8506152
2646,Scott,Virginia,-80.4309955,37.8006638
2647,Pacific,Washington,-122.2485492,47.2640129
2648,Polk,Wisconsin,-92.407472,45.4318573
2649,Niobrara,Wyoming,-104.4565524,43.0087581
2650,Prince of Wales-Hyder Census Area,Alaska,-132.99860349174082,55.5110315
2651,Montgomery,Georgia,-81.1220539,31.9404913
2652,McDonough,Illinois,-90.6780272,40.4376858
2653,Perry,Illinois,-89.3760499,38.0772859
2654,Warren,Illinois,-90.6168408,40.8442828
2655,Ellis,Kansas,-99.3267086,38.9206744
2656,Hamilton,Kansas,-101.8141159,38.0058948
2657,Phillips,Kansas,-99.346586,39.7961542
2658,Fleming,Kentucky,-82.6990458,37.1956586
2659,Gallatin,Kentucky,-84.8435828,38.7531444
2660,Knott,Kentucky,-82.9314574,37.3521946
2661,Rowan,Kentucky,-84.5264981,37.9758114
2662,Tensas,Louisiana,-91.2503906,32.0501553
2663,Alpena,Michigan,-83.6670019,45.0176181
2664,Lake,Michigan,-85.7884997,43.9699997
2665,Becker,Minnesota,-95.6761851,46.9298236
2666,Andrew,Missouri,-94.8090258,39.9845508
2667,Iron,Missouri,-90.6953467,37.575509
2668,Golden Valley,Montana,-109.1714312,46.3040364
2669,Box Butte,Nebraska,-103.0700157,42.2130279
2670,Pierce,Nebraska,-97.6036812,42.2591262
2671,Wayne,Nebraska,-97.169623,42.1941294
2672,Quay,New Mexico,-103.4183431,35.1439219
2673,Rolette,North Dakota,-99.8380336,48.7419695
2674,Hocking,Ohio,-82.2657052,39.3678487
2675,Coos,Oregon,-124.109621,43.2184144
2676,Sanborn,South Dakota,-98.0834349,44.0089691
2677,Dimmit,Texas,-99.7178226,28.3821949
2678,Monroe,West Virginia,-80.72177295,40.0642004
2679,Summers,West Virginia,-80.828716,39.1575853
2680,Price,Wisconsin,-91.054597,44.5816281
2681,Geneva,Alabama,-85.803014,31.0862933
2682,Evans,Georgia,-82.1387819734912,33.5143065
2683,Benton,Indiana,-85.7611016,41.509216
2684,Pike,Indiana,-86.4819461,40.1242062
2685,Kearny,Kansas,-101.3523356,37.9960049
2686,Stanton,Kansas,-101.7935648,37.5691072
2687,Morgan,Kentucky,-84.3988273,38.6028489
2688,Owsley,Kentucky,-82.5884871,37.5014887
2689,Trigg,Kentucky,-87.8782433,36.7949221
2690,Red Lake,Minnesota,-96.0988343,47.8605178
2691,Rock,Minnesota,-96.2574328,43.6733632
2692,Todd,Minnesota,-94.887283,46.0588428
2693,Dakota,Nebraska,-96.5677015,42.4049316
2694,Sully,South Dakota,-100.0690149,44.7173891
2695,Walworth,South Dakota,-100.0072972,45.4043853
2696,Grant,West Virginia,-79.2066739,39.0674434
2697,Mingo,West Virginia,-80.0542344,38.4987251
2698,Big Horn,Wyoming,-108.0024782,44.4952545
2699,Jackson,Arkansas,-91.196742,35.5770886
2700,Johnson,Illinois,-88.8844045,37.4501818
2701,Cass,Iowa,-94.9215151,41.3122834
2702,Montmorency,Michigan,-84.1322903,45.0192008
2703,Churchill,Nevada,-118.4191948,39.6136309
2704,Jackson,North Carolina,-77.4214855,36.3896747
2705,Alfalfa,Oklahoma,-98.6072856,35.2189456
2706,Hyde,South Dakota,-99.4936719,44.5103405
2707,Lake,Tennessee,-85.07622937350166,35.91603
2708,Van Buren,Tennessee,-89.0753417,35.1314754
2709,Motley,Texas,-100.7744062,34.0395459
2710,Falls Church city,Virginia,-77.1710914,38.882334
2711,Green Lake,Wisconsin,-88.44740382862422,45.16134435
2712,Clay,Illinois,-88.4910693,38.7340694
2713,Dickinson,Kansas,-97.1893341,38.8790615
2714,Casey,Kentucky,-86.6074854,37.3344933
2715,Garrard,Kentucky,-83.746308,37.1237006
2716,Livingston,Kentucky,-84.2149339,37.2978634
2717,Saline,Nebraska,-97.175536,40.5079612
2718,Tyrrell,North Carolina,-76.2126146,35.8217079
2719,Johnston,Oklahoma,-96.6752298,34.31888
2720,Jefferson,Oregon,-123.0073897,44.7224335
2721,Armstrong,Texas,-101.3449139,34.9295608
2722,Duval,Texas,-98.5121975,27.6708701
2723,Wilbarger,Texas,-99.2085961,34.0265157
2724,Lincoln,West Virginia,-81.7456685,37.5862216
2725,Washburn,Wisconsin,-90.8949055,46.6732766
2726,Nome Census Area,Alaska,-163.0930151,65.0031061
2727,Union,Illinois,-89.2504793,37.4616454
2728,Smith,Kansas,-98.7935393,39.796749
2729,Alcona,Michigan,-83.5908023,44.6765986
2730,Norman,Minnesota,-96.4625779,47.3194344
2731,Daviess,Missouri,-93.9962662,39.9587505
2732,Holt,Missouri,-95.2134565,40.0989571
2733,Miller,Missouri,-92.4343544,38.2118765
2734,Pondera,Montana,-112.1206742,48.2443094
2735,Morrill,Nebraska,-103.0100258,41.683432
2736,Harrison,Ohio,-84.79149017393418,39.25611035
2737,Moore,Tennessee,-86.3411514,35.2835629
2738,Bosque,Texas,-97.6561014,31.8778358
2739,Freestone,Texas,-96.1629601,31.6924428
2740,Sevier,Utah,-111.7866483,38.7312956
2741,Kodiak Island Borough,Alaska,-153.3574124,57.5433765
2742,Alexander,Illinois,-89.3502834,37.1801529
2743,Baraga,Michigan,-88.3876368,46.6354348
2744,Mille Lacs,Minnesota,-93.640356,45.9311972
2745,Howard,Nebraska,-98.5174349,41.227424
2746,Nance,Nebraska,-98.002421,41.3947359
2747,Moody,South Dakota,-96.6671385,43.998215
2748,La Salle,Texas,-99.0982257,28.3391148
2749,Marion,Texas,-94.344488,32.7931661
2750,Red River,Texas,-95.0429674,33.571979
2751,Roberts,Texas,-100.8058034,35.8309752
2752,Sherman,Texas,-101.8858689,36.2452294
2753,Essex,Virginia,-76.9326385,37.9140592
2754,Henderson,Illinois,-90.9104547,40.8156124
2755,Wayne,Illinois,-88.4197678,38.4251958
2756,Chase,Kansas,-96.6152916,38.2928083
2757,Sherman,Kansas,-101.7492408,39.3412127
2758,Wilson,Kansas,-95.7452639,37.5692118
2759,Aitkin,Minnesota,-93.3847595,46.5714822
2760,Butler,Nebraska,-97.1384119,41.2142454
2761,Red Willow,Nebraska,-100.4550901,40.1686191
2762,Haskell,Oklahoma,-95.674149,35.8203784
2763,McIntosh,Oklahoma,-95.6680554,35.3630353
2764,Woods,Oklahoma,-97.2647536,35.4353419
2765,Rhea,Tennessee,-84.9347264,35.6123863
2766,Zavala,Texas,-99.767631,28.8366612
2767,Hamilton,Illinois,-88.5301136,38.0619569
2768,Benzie,Michigan,-85.9928452,44.6408868
2769,Kittson,Minnesota,-96.8074141,48.7709208
2770,Lewis,Missouri,-91.7013355,40.0902418
2771,Marion,Missouri,-91.6318781,39.8080573
2772,Furnas,Nebraska,-99.8981009,40.1791278
2773,Mineral,Nevada,-118.498262,38.4815162
2774,Guadalupe,New Mexico,-104.8282135,34.8980615
2775,Harper,Oklahoma,-98.4158358,34.6720741
2776,Crockett,Tennessee,-89.0428435,36.2981215
2777,Carson,Texas,-101.3353895,35.3636563
2778,Yoakum,Texas,-102.833579,33.1536951
2779,Sanpete,Utah,-111.5767825,39.3606305
2780,Sheridan,Kansas,-100.4576457,39.3530598
2781,Clay,Kentucky,-87.8200159,37.4767119
2782,Fulton,Kentucky,-88.8746793,36.5036305
2783,Piscataquis,Maine,-69.2923096,45.8358193
2784,Marshall,Minnesota,-96.381968,48.3605336
2785,Morrison,Minnesota,-94.2554658,45.9926837
2786,Audrain,Missouri,-91.8467268,39.2226625
2787,Nelson,North Dakota,-98.1774434,47.8852229
2788,Childress,Texas,-100.2067662719434,34.519656850000004
2789,Houston,Texas,-95.3676974,29.7589382
2790,Parmer,Texas,-102.768021,34.4901153
2791,Cass,Illinois,-90.250722,39.9682127
2792,White,Illinois,-88.1577725,38.0632329
2793,Haskell,Kansas,-100.8840421,37.5611249
2794,Chippewa,Minnesota,-95.5314914,45.027661
2795,Dixon,Nebraska,-96.8792569,42.4351249
2796,Hartley,Texas,-102.6145811,35.8418438
2797,Hardin,Illinois,-88.2675733,37.5137015
2798,Cherokee,Iowa,-95.6249803,42.7247968
2799,Humboldt,Iowa,-94.1956133,42.7756032
2800,Hickman,Kentucky,-89.1861791,36.5711721
2801,Pennington,Minnesota,-96.0829271,48.0513335
2802,Lander,Nevada,-116.9843374,39.9059878
2803,Cimarron,Oklahoma,-102.5402407,36.7475509
2804,Norton city,Virginia,-82.6298611,36.9342567
2805,Patrick,Virginia,-80.284636,36.6818706
2806,Edwards,Kansas,-99.3245584,37.8684743
2807,Carroll,Missouri,-93.516971,39.441912
2808,Mississippi,Missouri,-89.3336141,36.837087
2809,Fillmore,Nebraska,-97.5997675,40.5292758
2810,Wells,North Dakota,-99.6508819,47.5664224
2811,Brooks,Texas,-98.2071041,26.9879856
2812,Wheeler,Texas,-100.2632764,35.3921902
2813,Highland,Virginia,-81.0517771,39.3036894
2814,Fulton,Arkansas,-91.8110982,36.3783981
2815,Clark,Kansas,-99.8133765,37.2045719
2816,Gray,Kansas,-100.4373907,37.7221896
2817,Kiowa,Kansas,-99.296556,37.5529578
2818,Rice,Kansas,-98.2007179,38.3266261
2819,Carlisle,Kentucky,-84.027427,38.3120197
2820,Greeley,Nebraska,-98.5300914,41.5595746
2821,Sherman,Nebraska,-98.99384,41.2206877
2822,Harding,New Mexico,-103.7873945,35.8996832
2823,Cochran,Texas,-102.805677,33.5905096
2824,Jim Hogg,Texas,-98.7047316,27.0065425
2825,Grant,Kansas,-101.3067042,37.553026
2826,Meade,Kansas,-100.396302,37.2091116
2827,Wheatland,Montana,-109.8498047,46.4335302
2828,Stanley,South Dakota,-100.802728,44.4189684
2829,Nolan,Texas,-100.3987748,32.2719306
2830,Ochiltree,Texas,-100.8138152,36.2559217
2831,Vernon,Wisconsin,-90.8231247,43.5811229
2832,Lemhi,Idaho,-113.852998,44.9321886
2833,Thurston,Nebraska,-96.5394986,42.1837827
2834,Union,New Mexico,-103.4132264,36.3985203
2835,Madison,North Carolina,-79.9594689,36.385422
2836,Pembina,North Dakota,-97.5532833,48.7530787
2837,McPherson,South Dakota,-99.2473056,45.7350535
2838,Gilmer,West Virginia,-80.716765,38.879261
2839,Sitka City and Borough,Alaska,-135.4596206,57.4086082
2840,Jefferson,Nebraska,-97.1786805,40.185543
2841,Ransom,North Dakota,-97.6903091,46.4519081
2842,Hand,South Dakota,-99.0053027,44.5405047
2843,Calhoun,West Virginia,-79.9856332,39.0912114
2844,Pocahontas,Iowa,-94.6477383,42.7262681
2845,Cedar,Nebraska,-97.2399373,42.5947161
2846,Valley,Nebraska,-98.9805484,41.5595723
2847,Camden,North Carolina,-76.1718764,36.3284897
2848,Pushmataha,Oklahoma,-95.4033122,34.4098497
2849,Douglas,South Dakota,-98.3406673,43.3969325
2850,Cottle,Texas,-100.283259,34.0573118
2851,Pocahontas,West Virginia,-80.0286878,38.3022233
2852,Montgomery,Arkansas,-93.6508234,34.5218805
2853,Mariposa,California,-119.9036592,37.570148
2854,Nemaha,Kansas,-96.0157844,39.7880532
2855,Metcalfe,Kentucky,-85.6254484,36.9767017
2856,Owen,Kentucky,-84.819254,38.5303187
2857,Wadena,Minnesota,-94.9606684,46.5850936
2858,Graham,North Carolina,-79.4005756,36.0690258
2859,Vinton,Ohio,-82.3415421,38.9764655
2860,Harney,Oregon,-118.8227102,43.6432092
2861,Buffalo,South Dakota,-99.1707339,44.0646363
2862,Lipscomb,Texas,-100.2711772,36.2695629
2863,Runnels,Texas,-99.9779922,31.8282551
2864,Grayson,Virginia,-80.9486916,36.7676248
2865,Martinsville city,Virginia,-79.86901,36.679505
2866,Davis,Iowa,-92.3965311,40.7474784
2867,Cheyenne,Kansas,-101.7575491,39.7955799
2868,Frontier,Nebraska,-100.4230266,40.5520473
2869,Sierra,New Mexico,-107.2569421,33.1165937
2870,Hyde,North Carolina,-79.063224,35.843569
2871,Swain,North Carolina,-79.0555251,35.8361447
2872,Day,South Dakota,-97.6152661,45.3658879
2873,Harper,Kansas,-98.0835849,37.1922068
2874,Hitchcock,Nebraska,-101.0387468,40.1659573
2875,Garza,Texas,-101.287742,33.1414018
2876,Glasscock,Texas,-101.4811312,31.8640224
2877,Brown,Illinois,-90.7485656,39.9498214
2878,Calhoun,Iowa,-94.6332459,42.3808184
2879,Floyd,Iowa,-92.7830539,43.0587894
2880,Sac,Iowa,-95.0825306,42.3797854
2881,Wayne,Iowa,-93.343458,40.7436612
2882,Norton,Kansas,-99.9100033,39.7944702
2883,Kanabec,Minnesota,-93.2850016,45.8986948
2884,Renville,North Dakota,-101.299206,48.7627549
2885,Brewster,Texas,-103.2400734,29.8462742
2886,Lincoln,Wisconsin,-87.6420375,44.6180518
2887,Grant,Minnesota,-96.0272071,45.9358795
2888,Keith,Nebraska,-101.6862537,41.1973065
2889,Briscoe,Texas,-101.1875029,34.4795161
2890,Coleman,Texas,-99.4461098,31.7766863
2891,Taliaferro,Georgia,-82.9043661,33.5820382
2892,Monroe,Iowa,-93.1018684,41.5222145
2893,Lawrence,Missouri,-93.8535681,37.1036975
2894,Sullivan,Missouri,-93.1140993,40.1993002
2895,Holt,Nebraska,-98.7540783,42.4304452
2896,Yancey,North Carolina,-79.087763,35.798002
2897,Ritchie,West Virginia,-81.0474662,39.1666305
2898,Brown,Kansas,-95.5819952,39.824223
2899,Ellsworth,Kansas,-98.2149289,38.6942009
2900,Boone,Nebraska,-98.0544842,41.7103804
2901,Blaine,Oklahoma,-98.4225961,35.8970899
2902,Refugio,Texas,-97.2394101,28.3171012
2903,Pope,Minnesota,-95.4469471,45.5850258
2904,Mercer,North Dakota,-101.8650031,47.3347663
2905,Adjuntas,Puerto Rico,-66.7231363,18.1625596
2906,Aguada,Puerto Rico,-67.1887544,18.3797728
2907,Aguadilla,Puerto Rico,-67.11847643508234,18.449655149999998
2908,Aguas Buenas,Puerto Rico,-66.13012947319635,18.25041825
2909,Aibonito,Puerto Rico,-66.2663961,18.1393105
2910,Anasco,Puerto Rico,-67.11584071198052,18.28335315
2911,Arecibo,Puerto Rico,-66.7190726,18.4702985
2912,Arroyo,Puerto Rico,-66.0617022,17.9642689
2913,Barceloneta,Puerto Rico,-66.539884,18.4528931
2914,Barranquitas,Puerto Rico,-66.3065562,18.1858457
2915,Bayamon,Puerto Rico,-66.16837400269127,18.344958249999998
2916,Cabo Rojo,Puerto Rico,-67.1459114,18.0870192
2917,Caguas,Puerto Rico,-66.0351316,18.2345399
2918,Camuy,Puerto Rico,-66.8449104,18.4838596
2919,Canovanas,Puerto Rico,-65.8873070135487,18.333020050000002
2920,Carolina,Puerto Rico,-65.957695,18.3794415
2921,Catano,Puerto Rico,-66.1191891,18.4409789
2922,Cayey,Puerto Rico,-66.1662772,18.1126889
2923,Ceiba,Puerto Rico,-66.3559506,18.4437367
2924,Ciales,Puerto Rico,-66.50827910425036,18.26380545
2925,Cidra,Puerto Rico,-66.1609235,18.1757164
2926,Coamo,Puerto Rico,-66.3565542,18.0807012
2927,Comerio,Puerto Rico,-66.2264652,18.2184324
2928,Corozal,Puerto Rico,-66.3172368,18.3405895
2929,Dorado,Puerto Rico,-66.2677506,18.4587209
2930,Fajardo,Puerto Rico,-65.65618322074886,18.3278026
2931,Florida,Puerto Rico,-66.56024121651308,18.37557925
2932,Guanica,Puerto Rico,-66.91564567566246,17.97983715
2933,Guayama,Puerto Rico,-66.113567,17.9852036
2934,Guayanilla,Puerto Rico,-66.79571239959164,18.044224999999997
2935,Guaynabo,Puerto Rico,-66.1116969,18.3581491
2936,Gurabo,Puerto Rico,-65.9723799,18.2555647
2937,Hatillo,Puerto Rico,-66.82254739448042,18.48030875
2938,Hormigueros,Puerto Rico,-67.11391881560841,18.132468850000002
2939,Humacao,Puerto Rico,-65.81963689761,18.138073849999998
2940,Isabela,Puerto Rico,-67.00530034687368,18.445701649999997
2941,Jayuya,Puerto Rico,-66.58952244483214,18.22512495
2942,Juana Diaz,Puerto Rico,-66.5058763,18.0530354
2943,Juncos,Puerto Rico,-65.91398038457521,18.206697149999997
2944,Lajas,Puerto Rico,-67.05632995677541,18.0533063
2945,Lares,Puerto Rico,-66.8777574,18.2952528
2946,Las Marias,Puerto Rico,-66.9918133,18.2522446
2947,Las Piedras,Puerto Rico,-65.868574,18.1828165
2948,Loiza,Puerto Rico,-65.88101409367987,18.41926485
2949,Luquillo,Puerto Rico,-65.71721707500001,18.3388
2950,Manati,Puerto Rico,-66.4929477,18.4271372
2951,Maunabo,Puerto Rico,-65.8995484,18.0073443
2952,Mayaguez,Puerto Rico,-67.1391124,18.2011161
2953,Moca,Puerto Rico,-66.6959737,18.0585776
2954,Morovis,Puerto Rico,-66.4073519,18.3259942
2955,Naguabo,Puerto Rico,-65.7353205,18.2120824
2956,Naranjito,Puerto Rico,-66.8085626,18.4364329
2957,Orocovis,Puerto Rico,-66.39814914021392,18.230883849999998
2958,Patillas,Puerto Rico,-66.01803507002688,18.038900050000002
2959,Penuelas,Puerto Rico,-66.7206374616328,18.05552175
2960,Ponce,Puerto Rico,-66.613958,18.011564
2961,Quebradillas,Puerto Rico,-66.938211,18.473687
2962,Rincon,Puerto Rico,-67.2506517,18.3396565
2963,Rio Grande,Puerto Rico,-65.8298549,18.3808734
2964,Sabana Grande,Puerto Rico,-66.9600191,18.0794738
2965,Salinas,Puerto Rico,-66.2978873,17.9774677
2966,San German,Puerto Rico,-67.0408635,18.0808972
2967,San Juan,Puerto Rico,-66.116666,18.465299
2968,San Lorenzo,Puerto Rico,-65.97563436136883,18.1524948
2969,San Sebastian,Puerto Rico,-66.97283700473486,18.32346
2970,Santa Isabel,Puerto Rico,-66.39263413702389,17.990217899999998
2971,Toa Alta,Puerto Rico,-66.247968,18.3887052
2972,Toa Baja,Puerto Rico,-66.21260602081739,18.432654
2973,Trujillo Alto,Puerto Rico,-66.00174210279962,18.33707575
2974,Utuado,Puerto Rico,-66.6999395,18.2653557
